,searched,tconst,Title,Available Globally?,Release Date,Hours Viewed,Runtime,Views,Simple_Title,net_year,titleType,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,TitleCanonical,ReleaseYear,TMDBLanguage,TMDBPoster,TMDBGenres,TMDBCountry
1715,Kromoleo,tt29516834,Kromoleo,Yes,,2000000,80,1500000,Kromoleo,1000.0,movie,Kromoleo,Kromoleo,2024,80,Horror,Kromoleo: The Haunting,2024,id,https://image.tmdb.org/t/p/w500/88b6aFvoLyl4uNJeRxLp4iIJd4o.jpg,Horror|Thriller,ID
1724,Mysteries of the Terracotta Warriors,tt32451344,Mysteries of the Terracotta Warriors,Yes,2024-06-12,1900000,78,1500000,Mysteries of the Terracotta Warriors,2024.0,movie,Mysteries of the Terracotta Warriors,Mysteries of the Terracotta Warriors,2024,77,"Documentary,History",Mysteries of the Terracotta Warriors,2024,en,https://image.tmdb.org/t/p/w500/snl9dddlnu2yKXXix2ua7G8UWoe.jpg,Documentary,GB
1740,The Blue Drum,tt15421298,The Blue Drum,Yes,,400000,16,1500000,The Blue Drum,1000.0,short,The Blue Drum,The Blue Drum,2022,17,"Horror,Short",The Blue Drum,2022,en,https://image.tmdb.org/t/p/w500/ykJj7ViGyx4bxEB32z6cYKWOZV9.jpg,Horror,US
1803,Schindler's List,tt0108052,Schindler's List,No,,4400000,195,1400000,Schindler's List,1000.0,movie,Schindler's List,Schindler's List,1993,195,"Biography,Drama,History",Schindler's List,1993,en,https://image.tmdb.org/t/p/w500/sF1U4EUQS8YHUYjNl3pMGNIQyr0.jpg,Drama|History|War,US
1788,It Chapter Two,tt7349950,It Chapter Two,No,,4000000,169,1400000,It Chapter Two,1000.0,movie,It: Chapter Two,It: Chapter Two,2019,169,"Drama,Fantasy,Horror",It Chapter Two,2019,en,https://image.tmdb.org/t/p/w500/zfE0R94v1E8cuKAerbskfD3VfUt.jpg,Horror|Thriller,US
1800,Race 3,tt7431594,Race 3 // ___ 3,Yes,,3800000,160,1400000,Race 3,1000.0,movie,Race 3,Race 3,2018,160,"Action,Thriller",Race 3,2018,hi,https://image.tmdb.org/t/p/w500/wtnA5mmNumYkeevokar6IskyrZP.jpg,Thriller|Action|Crime|Adventure,IN
1756,Article 370,tt30970235,Article 370 // _______ 370,No,,3700000,160,1400000,Article 370,1000.0,movie,Article 370,Article 370,2024,158,"Action,Drama,Thriller",Article 370,2024,hi,https://image.tmdb.org/t/p/w500/9VTemjHMpyxzfC3JsG2aFy8Bf9Y.jpg,Action|Thriller|Drama,IN
1799,Pulp Fiction,tt0110912,Pulp Fiction,No,,3700000,154,1400000,Pulp Fiction,1000.0,movie,Pulp Fiction,Pulp Fiction,1994,154,"Crime,Drama",Pulp Fiction,1994,en,https://image.tmdb.org/t/p/w500/vQWk5YBFWF4bZaofAbv0tShwBvQ.jpg,Thriller|Crime|Comedy,US
1777,God's Crooked Lines,tt13229894,God's Crooked Lines // Los renglones torcidos de Dios,No,2022-12-09,3500000,155,1400000,God's Crooked Lines,2022.0,movie,God's Crooked Lines,Los renglones torcidos de Dios,2022,154,"Drama,Mystery,Thriller",God's Crooked Lines,2022,es,https://image.tmdb.org/t/p/w500/n3X9tWYFYfE96BoNgtVffuwzQo.jpg,Drama|Mystery|Thriller,ES
1764,Creation of the Gods I: Kingdom of Storms,tt6979756,Creation of the Gods I: Kingdom of Storms // __________ // _____: ____,No,,3400000,148,1400000,Creation of the Gods I: Kingdom of Storms,1000.0,movie,Creation of the Gods I: Kingdom of Storms,Feng Shen 1: Zhaoge Feng Yun,2023,148,"Action,Adventure,Drama",Creation of the Gods I: Kingdom of Storms,2023,zh,https://image.tmdb.org/t/p/w500/6VOV2wU3WEyN0H1QtrbAS6whXPc.jpg,Action|Fantasy|War,CN
1776,Furioza,tt10515864,Furioza,Yes,2022-04-01,3400000,139,1400000,Furioza,2022.0,movie,Furioza,Furioza,2021,139,"Action,Crime,Drama",Furioza,2021,pl,https://image.tmdb.org/t/p/w500/sSIo1vG0IILxzHkLKmtFEoTbVE9.jpg,Action|Crime|Drama,PL
1779,Gone Girl,tt2267998,Gone Girl,No,,3400000,149,1400000,Gone Girl,1000.0,movie,Gone Girl,Gone Girl,2014,149,"Drama,Mystery,Thriller",Gone Girl,2014,en,https://image.tmdb.org/t/p/w500/ts996lKsxvjkO2yiYG0ht4qAicO.jpg,Mystery|Thriller|Drama,US
1794,Molly's Game,tt4209788,Molly's Game,No,,3400000,140,1400000,Molly's Game,1000.0,movie,Molly's Game,Molly's Game,2017,140,"Biography,Crime,Drama",Molly's Game,2017,en,https://image.tmdb.org/t/p/w500/zrGQwKNmAz5awZI2V1k5M4eTTTN.jpg,Drama|Crime,US
1791,Just Mercy,tt4916630,Just Mercy,No,,3200000,137,1400000,Just Mercy,1000.0,movie,Just Mercy,Just Mercy,2019,137,"Biography,Crime,Drama",Just Mercy,2019,en,https://image.tmdb.org/t/p/w500/2bDZl3PzFLFWe4gaFUQnnaslqT3.jpg,Drama|Crime|History,US
1804,Shazam! Fury of the Gods,tt10151854,Shazam! Fury of the Gods,No,,3100000,130,1400000,Shazam! Fury of the Gods,1000.0,movie,Shazam! Fury of the Gods,Shazam! Fury of the Gods,2023,130,"Action,Adventure,Comedy",Shazam! Fury of the Gods,2023,en,https://image.tmdb.org/t/p/w500/A3ZbZsmsvNGdprRi2lKgGEeVLEH.jpg,Comedy|Action|Fantasy,US
1774,Fantastic Beasts and Where To Find Them,tt3183660,Fantastic Beasts and Where To Find Them,No,,3000000,133,1400000,Fantastic Beasts and Where To Find Them,1000.0,movie,Fantastic Beasts and Where to Find Them,Fantastic Beasts and Where to Find Them,2016,132,"Adventure,Family,Fantasy",Fantastic Beasts and Where to Find Them,2016,en,https://image.tmdb.org/t/p/w500/fLsaFKExQt05yqjoAvKsmOMYvJR.jpg,Fantasy|Adventure,GB
1778,Godzilla: King of the Monsters,tt3741700,Godzilla: King of the Monsters,No,,3000000,132,1400000,Godzilla: King of the Monsters,1000.0,movie,Godzilla: King of the Monsters,Godzilla: King of the Monsters,2019,132,"Action,Adventure,Fantasy",Godzilla: King of the Monsters,2019,en,https://image.tmdb.org/t/p/w500/mzOHg7Q5q9yUmY0b9Esu8Qe6Nnm.jpg,Science Fiction|Action,CN
1792,Kingdom 3: The Flame of Destiny,tt25406052,Kingdom 3: The Flame of Destiny // _____ ____,Yes,,3000000,129,1400000,Kingdom 3: The Flame of Destiny,1000.0,movie,Kingdom 3: The Flame of Destiny,Kingudamu 3: Unmei no hono,2023,129,"Action,History,War",Kingdom III: The Flame of Destiny,2023,ja,https://image.tmdb.org/t/p/w500/pHSasRunSXCQpOPckqproTRfWQj.jpg,Action|Adventure|War,JP
1784,Hellboy,tt0167190,Hellboy (2004),No,,2900000,122,1400000,Hellboy,2004.0,movie,Hellboy,Hellboy,2004,122,"Action,Adventure,Fantasy",Hellboy,2004,en,https://image.tmdb.org/t/p/w500/lbaTEneOofwvAyg77R8HbFML2zT.jpg,Fantasy|Action,US
1785,Hellboy,tt2274648,Hellboy (2019),No,,2900000,121,1400000,Hellboy,2019.0,movie,Hellboy,Hellboy,2019,120,"Action,Adventure,Fantasy",Hellboy,2019,en,https://image.tmdb.org/t/p/w500/bk8LyaMqUtaQ9hUShuvFznQYQKR.jpg,Fantasy|Horror|Action|Adventure,BG
1801,"Roman J. Israel, Esq.",tt6000478,"Roman J. Israel, Esq.",No,,2900000,122,1400000,"Roman J. Israel, Esq.",1000.0,movie,"Roman J. Israel, Esq.","Roman J. Israel, Esq.",2017,122,"Crime,Drama,Thriller","Roman J. Israel, Esq.",2017,en,https://image.tmdb.org/t/p/w500/epTCHVcyLkT8Aqt08Ki3PWC2sUh.jpg,Drama|Crime|Thriller,AE
1810,The Infiltrator,tt1355631,The Infiltrator (2016),No,,2900000,127,1400000,The Infiltrator,2016.0,movie,The Infiltrator,The Infiltrator,2016,127,"Biography,Crime,Drama",The Infiltrator,2016,en,https://image.tmdb.org/t/p/w500/758F57DxVRLe38S1Je4O1Bjx2u6.jpg,Crime|Drama|Thriller,GB
1817,The White Tiger,tt6571548,The White Tiger,Yes,2021-01-22,2900000,125,1400000,The White Tiger,2021.0,movie,The White Tiger,The White Tiger,2021,125,"Crime,Drama",The White Tiger,2021,en,https://image.tmdb.org/t/p/w500/5JnmseS3DZ6ad2VMbrnbGCs8Rst.jpg,Drama,IN
1758,BlackBerry,tt21867434,BlackBerry (2023),No,,2800000,120,1400000,BlackBerry,2023.0,movie,BlackBerry,BlackBerry,2023,120,"Biography,Comedy,Drama",BlackBerry,2023,en,https://image.tmdb.org/t/p/w500/ePWKQzOnwabMcJsWYWIiy5p1Ofr.jpg,Comedy|Drama|History,CA
1763,Crazy Rich Asians,tt3104988,Crazy Rich Asians,No,,2800000,121,1400000,Crazy Rich Asians,1000.0,movie,Crazy Rich Asians,Crazy Rich Asians,2018,120,"Comedy,Drama,Romance",Crazy Rich Asians,2018,en,https://image.tmdb.org/t/p/w500/1XxL4LJ5WHdrcYcihEZUCgNCpAW.jpg,Comedy|Romance,US
1821,Unlocked,tt26160190,Unlocked // _____ _____ ___,Yes,2023-02-17,2800000,117,1400000,Unlocked,2023.0,movie,Unlocked,Seumateuponeul tteoreotteuryeosseul ppuninde,2023,117,"Crime,Drama,Mystery",Unlocked,2023,ko,https://image.tmdb.org/t/p/w500/yW43JgoYPnSois2V0bIpFQFuDWl.jpg,Thriller,KR
1771,Fack ju Ghte,tt2987732,Fack ju Ghte,No,,2700000,119,1400000,Fack ju Ghte,1000.0,movie,Suck Me Shakespeer,Fack ju Göhte,2013,119,Comedy,Suck Me Shakespeer,2013,de,https://image.tmdb.org/t/p/w500/hV88MiailtnGVF6rbp6Ug6UBKYS.jpg,Comedy,DE
1802,Romeo Must Die,tt0165929,Romeo Must Die,No,,2700000,115,1400000,Romeo Must Die,1000.0,movie,Romeo Must Die,Romeo Must Die,2000,115,"Action,Crime,Thriller",Romeo Must Die,2000,en,https://image.tmdb.org/t/p/w500/zKrnaTWW63y4Q1XLrdZQyQmcRWd.jpg,Action|Crime|Thriller,US
1813,The Midnight Sky,tt10539608,The Midnight Sky,Yes,2020-12-23,2700000,118,1400000,The Midnight Sky,2020.0,movie,The Midnight Sky,The Midnight Sky,2020,118,"Adventure,Drama,Sci-Fi",The Midnight Sky,2020,en,https://image.tmdb.org/t/p/w500/l8lXesOLXKS0VYjzWNZN6gDxv2F.jpg,Science Fiction|Drama,US
1815,The Tinder Swindler,tt14992922,The Tinder Swindler,Yes,2022-02-02,2700000,114,1400000,The Tinder Swindler,2022.0,movie,The Tinder Swindler,The Tinder Swindler,2022,114,"Crime,Documentary",The Tinder Swindler,2022,en,https://image.tmdb.org/t/p/w500/iLUSFjdavIf0SrP7ldoQ1xomQVC.jpg,Documentary|Crime,GB
49,WILL,tt26067432,WILL // WIL,Yes,2024-01-31,2700000,114,1400000,WILL,2024.0,movie,Wil,Wil,2023.0,110.0,"Drama,History,War",WILL,2023,nl,https://image.tmdb.org/t/p/w500/qAhD2oipCFMUXcZ5YDtQg0pwbUY.jpg,Drama|War|History,BE
1759,Chaos Walking,tt2076822,Chaos Walking,No,,2600000,109,1400000,Chaos Walking,1000.0,movie,Chaos Walking,Chaos Walking,2021,109,"Action,Adventure,Drama",Chaos Walking,2021,en,https://image.tmdb.org/t/p/w500/xAYGdGBGptNkisXRpmhZSry6SPF.jpg,Fantasy|Science Fiction|Adventure,US
1772,Fack ju Ghte 2,tt3702996,Fack ju Ghte 2,No,,2600000,115,1400000,Fack ju Ghte 2,1000.0,movie,Suck Me Shakespeer 2,Fack ju Göhte 2,2015,115,Comedy,Suck Me Shakespeer 2,2015,de,https://image.tmdb.org/t/p/w500/wbpmtx3XUZIwHA8sVqWpHyTIV0V.jpg,Comedy,DE
1775,Forgotten,tt28515772,Forgotten // ___ _,Yes,2018-02-21,2600000,108,1400000,Forgotten,2018.0,movie,Forgotten,Forgotten,2018,102,"Drama,History",Forgotten,2017,ko,https://image.tmdb.org/t/p/w500/cBgj41y1RvmW1zJCEX0uNWL0UjW.jpg,Thriller|Mystery|Crime,KR
1787,I Am the Secret in Your Heart,tt32991372,I Am the Secret in Your Heart // ______ // ______,Yes,,2600000,112,1400000,I Am the Secret in Your Heart,1000.0,movie,I Am the Secret in Your Heart,Xia ri de ning meng cao,2024,112,"Drama,Romance",I am the Secret in Your Heart,2024,zh,https://image.tmdb.org/t/p/w500/9y77aA6rHE09gxzNzt79b7cyf3M.jpg,Romance|Comedy|Drama,TW
1809,The Father Who Moves Mountains,tt8886670,The Father Who Moves Mountains // Tata Mut_ Mun_ii,Yes,2021-09-17,2600000,108,1400000,The Father Who Moves Mountains,2021.0,movie,The Father Who Moves Mountains,Tata muta muntii,2021,108,"Drama,Thriller",The Father Who Moves Mountains,2021,ro,https://image.tmdb.org/t/p/w500/d2aGQwebCkXqNqOVYGqOzPhguCa.jpg,Drama|Thriller,RO
1811,The Karate Kid Part III,tt0097647,The Karate Kid Part III,No,,2600000,112,1400000,The Karate Kid Part III,1000.0,movie,The Karate Kid Part III,The Karate Kid Part III,1989,112,"Action,Drama,Family",The Karate Kid Part III,1989,en,https://image.tmdb.org/t/p/w500/lVZ3r0iDwGejlCvFEvXGzhQB9ds.jpg,Action|Family|Drama|Adventure,US
48,Tour Guide,tt34895052,Tour Guide // Tur Rehberi,No,,2600000,109,1400000,Tour Guide,1000.0,movie,Tur Rehberi,Tur Rehberi,2025.0,109.0,Comedy,Tur Rehberi,2025,tr,https://image.tmdb.org/t/p/w500/wu80BCy95v9Z5yfb9LHZz9eaibi.jpg,Comedy,TR
1760,Clash of the Titans,tt0800320,Clash of the Titans (2010),No,,2500000,106,1400000,Clash of the Titans,2010.0,movie,Clash of the Titans,Clash of the Titans,2010,106,"Action,Adventure,Fantasy",Clash of the Titans,2010,en,https://image.tmdb.org/t/p/w500/6iHYLipwEyZUPNO8MM3l1yHDaFE.jpg,Adventure|Fantasy|Action,US
1767,Detective Conan the Movie: The Fist of Blue Sapphire,tt9501310,Detective Conan the Movie: The Fist of Blue Sapphire // ___ ______ ____,No,,2500000,109,1400000,Detective Conan the Movie: The Fist of Blue Sapphire,1000.0,movie,Detective Conan: The Fist of Blue Sapphire,Meitantei Conan: Konjo no fisuto,2019,109,"Action,Adventure,Animation",Case Closed: The Fist of Blue Sapphire,2019,ja,https://image.tmdb.org/t/p/w500/IkaZMxpOEFG9lk0T3fpDGAUv3.jpg,Animation|Mystery|Crime|Action|Adventure,JP
1769,Dove osano le cicogne,tt34765305,Dove osano le cicogne,No,,2500000,105,1400000,Dove osano le cicogne,1000.0,movie,Dove osano le cicogne,Dove osano le cicogne,2025,105,Comedy,Dove osano le cicogne,2025,it,https://image.tmdb.org/t/p/w500/2u0F5uo9FtyxCU5MoBSgd7vISP1.jpg,Comedy,IT
1780,Goyo,tt32598483,Goyo,Yes,2024-07-05,2500000,108,1400000,Goyo,2024.0,movie,Goyo,Goyo,2024,106,"Comedy,Drama,Romance",Goyo,2024,es,https://image.tmdb.org/t/p/w500/fCjC1RRbEJUpDjM55RNUMXQen0b.jpg,Drama|Romance|Comedy,AR
1782,Hard Miles,tt15353574,Hard Miles,No,,2500000,109,1400000,Hard Miles,1000.0,movie,Hard Miles,Hard Miles,2023,108,"Drama,Sport",Hard Miles,2024,en,https://image.tmdb.org/t/p/w500/pU50LpVZ7doTyJeC9JaqcbeH4ef.jpg,Drama,US
1790,Jumanji,tt0113497,Jumanji,No,,2500000,104,1400000,Jumanji,1000.0,movie,Jumanji,Jumanji,1995,104,"Adventure,Comedy,Family",Jumanji,1995,en,https://image.tmdb.org/t/p/w500/vgpXmVaVyUL7GGiDeiK1mKEKzcX.jpg,Adventure|Fantasy|Family,US
1798,Perfect Stranger,tt0457433,Perfect Stranger,No,,2500000,109,1400000,Perfect Stranger,1000.0,movie,Perfect Stranger,Perfect Stranger,2007,109,"Crime,Mystery,Thriller",Perfect Stranger,2007,en,https://image.tmdb.org/t/p/w500/i7D5QqQ0q5EXU1UuZVY9KwIxoYR.jpg,Thriller|Crime|Mystery,US
1768,Dora and the Lost City of Gold,tt7547410,Dora and the Lost City of Gold,No,,2400000,102,1400000,Dora and the Lost City of Gold,1000.0,movie,Dora and the Lost City of Gold,Dora and the Lost City of Gold,2019,102,"Action,Adventure,Comedy",Dora and the Lost City of Gold,2019,en,https://image.tmdb.org/t/p/w500/xvYCZ740XvngXK0FNeSNVTJJJ5v.jpg,Family|Comedy|Adventure,US
1781,Halloween,tt1502407,Halloween (2018),No,,2400000,106,1400000,Halloween,2018.0,movie,Halloween,Halloween,2018,106,"Crime,Drama,Horror",Halloween,2018,en,https://image.tmdb.org/t/p/w500/f7JAX5EGk4GgsEnus6OxyzwpFp7.jpg,Horror|Thriller,US
1783,Heaven Is for Real,tt1929263,Heaven Is for Real,No,,2400000,99,1400000,Heaven Is for Real,1000.0,movie,Heaven Is for Real,Heaven Is for Real,2014,99,"Biography,Drama,Family",Heaven Is for Real,2014,en,https://image.tmdb.org/t/p/w500/w4k7KCwLPDixM13J2JYcqt9kHZ7.jpg,Drama,CA
1789,Johnny English Reborn,tt1634122,Johnny English Reborn,No,,2400000,101,1400000,Johnny English Reborn,1000.0,movie,Johnny English Reborn,Johnny English Reborn,2011,101,"Action,Adventure,Comedy",Johnny English Reborn,2011,en,https://image.tmdb.org/t/p/w500/1T6qnlTVkrGr0mpgZbpSwVU5FWW.jpg,Crime|Action|Comedy,GB
1797,Old People,tt21933110,Old People,Yes,2022-10-07,2400000,101,1400000,Old People,2022.0,movie,Old People,Old People,2022,101,Horror,Old People,2022,de,https://image.tmdb.org/t/p/w500/2JKKheLcrpXXYSUD3mkmdq8I9p3.jpg,Horror,DE
1805,Spies in Disguise,tt5814534,Spies in Disguise,No,,2400000,102,1400000,Spies in Disguise,1000.0,movie,Spies in Disguise,Spies in Disguise,2019,102,"Action,Adventure,Animation",Spies in Disguise,2019,en,https://image.tmdb.org/t/p/w500/e7rWcrnuNej3JeVjqmRu0jVeRa4.jpg,Animation|Action|Adventure|Comedy|Family,US
1812,The Magician's Elephant,tt2560092,The Magician's Elephant,Yes,2023-03-17,2400000,99,1400000,The Magician's Elephant,2023.0,movie,The Magician's Elephant,The Magician's Elephant,2023,99,"Adventure,Animation,Comedy",The Magician's Elephant,2023,en,https://image.tmdb.org/t/p/w500/cAoAgzOCxSytYBqqCQulhXNR3LB.jpg,Animation|Adventure|Family|Fantasy|Comedy,AU
1755,48 Hrs.,tt0083511,48 Hrs.,No,,2300000,96,1400000,48 Hrs.,1000.0,movie,48 Hrs.,48 Hrs.,1982,96,"Action,Comedy,Crime",48 Hrs.,1982,en,https://image.tmdb.org/t/p/w500/rvvjXHzEDBIvIVDBHNOwHS7hVPu.jpg,Crime|Action|Comedy,US
1814,The Peanut Butter Falcon,tt4364194,The Peanut Butter Falcon,No,,2300000,97,1400000,The Peanut Butter Falcon,1000.0,movie,The Peanut Butter Falcon,The Peanut Butter Falcon,2019,97,"Adventure,Comedy,Drama",The Peanut Butter Falcon,2019,en,https://image.tmdb.org/t/p/w500/qyQcRGvdW3VtxHR4fSDgPOePEip.jpg,Adventure|Comedy|Drama,US
1816,The Ugly Truth,tt1142988,The Ugly Truth,No,,2300000,96,1400000,The Ugly Truth,1000.0,movie,The Ugly Truth,The Ugly Truth,2009,96,"Comedy,Romance",The Ugly Truth,2009,en,https://image.tmdb.org/t/p/w500/2rq96Ihbqb1eU3TEBVtgFlqbeX7.jpg,Comedy|Romance,US
1786,Hitman,tt0465494,Hitman (2007),No,,2200000,89,1400000,Hitman,2007.0,movie,Hitman,Hitman,2007,94,"Action,Crime,Thriller",Hitman,2007,en,https://image.tmdb.org/t/p/w500/h69UJOOKlrHcvhl5H2LY74N61DQ.jpg,Action|Thriller|Drama,FR
1795,Neighbors,tt2004420,Neighbors (2014),No,,2200000,97,1400000,Neighbors,2014.0,movie,Neighbors,Neighbors,2014,97,Comedy,Neighbors,2014,en,https://image.tmdb.org/t/p/w500/sN1RU08CMi8xkRIibremh3AOdgw.jpg,Comedy,US
1819,Turma Da Monica: Lacos,tt8169552,Turma Da Monica: Lacos,No,,2200000,97,1400000,Turma Da Monica: Lacos,1000.0,movie,Monica and Friends: Bonds,Turma da Mônica: Laços,2019,97,"Adventure,Family",Monica and Friends: Bonds,2019,pt,https://image.tmdb.org/t/p/w500/4TbHNFN6Ez4JB9AoiRYVoJosd7D.jpg,Family|Adventure|Comedy,BR
1761,Coffee & Kareem,tt9898858,Coffee & Kareem,Yes,2020-04-03,2100000,88,1400000,Coffee & Kareem,2020.0,movie,Coffee & Kareem,Coffee & Kareem,2020,88,"Action,Comedy,Crime",Coffee & Kareem,2020,en,https://image.tmdb.org/t/p/w500/fsIIv6QKDlqrVyGGkouMah4D4ir.jpg,Comedy|Action|Crime,US
1762,Confessions of an Invisible Girl,tt15204288,Confessions of an Invisible Girl // Confisses de uma Garota Excluda,Yes,2021-09-22,2100000,91,1400000,Confessions of an Invisible Girl,2021.0,movie,Confessions of an Invisible Girl,Confissões de uma Garota Excluída,2021,91,"Comedy,Drama",Confessions of an Invisible Girl,2021,pt,https://image.tmdb.org/t/p/w500/fRxz9cKaCOF5noUBvoA6cebOdUE.jpg,Comedy|Drama,BR
1796,Nice Girls,tt29288566,Nice Girls,Yes,2024-08-21,2100000,92,1400000,Nice Girls,2024.0,movie,Nice Girls,Nice Girls,2024,92,"Action,Comedy,Crime",Nice Girls,2024,fr,https://image.tmdb.org/t/p/w500/zqgE8TVxZm7v0iH3Yzl1dPAvK6Y.jpg,Comedy|Crime|Action,FR
1765,Daughter of the Wolf,tt7615052,Daughter of the Wolf,No,,2000000,88,1400000,Daughter of the Wolf,1000.0,movie,Daughter of the Wolf,Daughter of the Wolf,2019,88,"Action,Thriller",Daughter of the Wolf,2019,en,https://image.tmdb.org/t/p/w500/ghoNQkJX9Hk1m8GxTsBg4Xez1gn.jpg,Action|Thriller,CA
1773,Fall Into Winter,tt22189742,Fall Into Winter,No,,2000000,85,1400000,Fall Into Winter,1000.0,tvMovie,Fall Into Winter,Fall Into Winter,2023,85,"Comedy,Romance",Fall Into Winter,2023,en,https://image.tmdb.org/t/p/w500/nKvBcgmhGNDEGPY4zZFnuGOK9KC.jpg,TV Movie|Comedy|Romance,CA
1793,Minha Me  Uma Pea,tt2464018,Minha Me  Uma Pea,No,,2000000,85,1400000,Minha Me  Uma Pea,1000.0,movie,My Mom Is a Character,Minha Mãe é uma Peça: O Filme,2013,84,Comedy,My Mom Is a Character,2013,pt,https://image.tmdb.org/t/p/w500/2kj8VJEcqcxPmbuIjh5wf6FjMBH.jpg,Comedy,BR
1808,The Autopsy of Jane Doe,tt3289956,The Autopsy of Jane Doe,No,,2000000,86,1400000,The Autopsy of Jane Doe,1000.0,movie,The Autopsy of Jane Doe,The Autopsy of Jane Doe,2016,86,"Horror,Mystery,Thriller",The Autopsy of Jane Doe,2016,en,https://image.tmdb.org/t/p/w500/6K0wjP8kPCiPYy9PtXBGuypyt5I.jpg,Horror|Mystery,GB
1820,Umma,tt13235822,Umma,No,,2000000,83,1400000,Umma,1000.0,movie,Umma,Umma,2022,83,"Drama,Horror,Mystery",Umma,2022,en,https://image.tmdb.org/t/p/w500/moLnqJmZ00i2opS0bzCVcaGC0iI.jpg,Horror|Mystery,US
1766,Despite Everything,tt9150970,Despite Everything // A pesar de todo,Yes,2019-05-03,1900000,75,1400000,Despite Everything,2019.0,movie,Despite Everything,A pesar de todo,2019,78,Comedy,Despite Everything,2019,es,https://image.tmdb.org/t/p/w500/jeclnbGov6lbHu8o1ugcOBCUBlU.jpg,Comedy,ES
47,Tain 2: A Aventura Continua,tt0383001,Tain 2: A Aventura Continua,No,,1900000,76,1400000,Tain 2: A Aventura Continua,1000.0,movie,Tainá 2: A Aventura Continua,Tainá 2: A Aventura Continua,2004.0,76.0,"Adventure,Family,Fantasy",Tainá 2 - A New Amazon Adventure,2004,pt,https://image.tmdb.org/t/p/w500/aIBdGH3AV2Hni30KWwuq76XN1ty.jpg,Adventure|Family,BR
1770,Einstein and the Bomb,tt28756876,Einstein and the Bomb,Yes,2024-02-16,1800000,77,1400000,Einstein and the Bomb,2024.0,movie,Einstein and the Bomb,Einstein and the Bomb,2024,76,"Documentary,History",Einstein and the Bomb,2024,en,https://image.tmdb.org/t/p/w500/hWRKHXKfu2WJGICdVpKZ0jEKsbp.jpg,Documentary|Drama,GB
1806,Surviving Paradise: A Family Tale,tt18059108,Surviving Paradise: A Family Tale,Yes,2022-03-03,1800000,80,1400000,Surviving Paradise: A Family Tale,2022.0,movie,Surviving Paradise: A Family Tale,Surviving Paradise: A Family Tale,2022,78,Documentary,Surviving Paradise: A Family Tale,2022,en,https://image.tmdb.org/t/p/w500/c7cA49RgpTYgk7Db3XAzb8vExAD.jpg,Documentary,GB
1757,Barbie Big City Big Dreams,tt15053428,Barbie Big City Big Dreams,No,,1500000,62,1400000,Barbie Big City Big Dreams,1000.0,tvMovie,"Barbie: Big City, Big Dreams","Barbie: Big City, Big Dreams",2021,60,"Animation,Family,Musical","Barbie: Big City, Big Dreams",2021,en,https://image.tmdb.org/t/p/w500/jeggetf6lrd0dhtcbqJH75Sik4K.jpg,Animation|Music|Family,US
1839,CBI 5: The Brain,tt7311164,CBI 5: The Brain,No,,3500000,163,1300000,CBI 5: The Brain,1000.0,movie,CBI 5: The Brain,CBI 5,2022,162,"Crime,Mystery,Thriller",CBI 5: The Brain,2022,ml,https://image.tmdb.org/t/p/w500/9qkqJEaYE3HejmOiV9aZckwHJ6f.jpg,Crime|Thriller,IN
1833,Apostle,tt6217306,Apostle,Yes,2018-10-12,2900000,129,1300000,Apostle,2018.0,movie,Apostle,Apostle,2018,130,"Drama,Fantasy,Horror",Apostle,2018,en,https://image.tmdb.org/t/p/w500/rd269f2Yftxxam3EOJPYVwrvjIJ.jpg,Horror|Mystery,US
1827,Agak Laen,tt28856462,Agak Laen,Yes,,2600000,119,1300000,Agak Laen,1000.0,movie,Agak Laen,Agak Laen,2024,119,Comedy,Agak Laen,2024,id,https://image.tmdb.org/t/p/w500/lUOwyPbDD9Agl3pHQVHGbZE0TvI.jpg,Comedy|Horror,ID
1831,Anna,tt7456310,Anna (2019),No,,2600000,119,1300000,Anna,2019.0,movie,Anna,Anna,2019,118,"Action,Thriller",Anna,2019,en,https://image.tmdb.org/t/p/w500/2U0oAVAE0lDRhNmJPPYhDW9kQ8t.jpg,Action|Adventure|Thriller,FR
1824,22 Jump Street,tt2294449,22 Jump Street,No,,2400000,112,1300000,22 Jump Street,1000.0,movie,22 Jump Street,22 Jump Street,2014,112,"Action,Comedy,Crime",22 Jump Street,2014,en,https://image.tmdb.org/t/p/w500/850chzYHYbT3IISl6Q7dbBuFP2B.jpg,Crime|Comedy|Action,US
1828,Along for the Ride,tt14506528,Along for the Ride,Yes,2022-05-06,2400000,106,1300000,Along for the Ride,2022.0,movie,Along for the Ride,Along for the Ride,2022,106,"Drama,Romance",Along for the Ride,2022,en,https://image.tmdb.org/t/p/w500/d5spmLeGR9kxBRQ6qxCFad1ljvT.jpg,Romance|Drama,US
